,access,account_number,accounting_year,cdp_region,change_in_emissions,city,city_wide_emissions_inventory,country,gases_included,geocoded_column,inventory_boundary,last_update,organization,population,population_year,primary_protocol,primary_protocol_comment,reason_for_change,reporting_authority,total_basic_emissions_gpc,total_basic_emissions_gpc_1,total_scope_1_emissions_metric_tonnes_co2e,total_scope_2_emissions_metric_tonnes_co2e,total_scope_3_emissions,year_reported_to_cdp,coordinates,location,address,addr_list,state,State,Number of Customers,Average Monthly Consumption (kWh),Average Price (cents/kWh),Average Monthly Bill (Dollar and cents),Solar panel pricing (cost per watt $/W),Emissions (lbs/MWh),1,2,3,4,5,6,7,8,9,10,11,12
52,public,832838,,North America,,Wellfleet,,United States of America,,"{'type': 'Point', 'coordinates': [-70.031, 41.9305]}",,2020-05-01T03:57:54.890,Town of Wellfleet,,0,,,,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[41.9305, -70.031]","22, Kendrick Avenue, Mayo Beach, Wellfleet, Barnstable County, Massachusetts, 02663, United States of America","22, Kendrick Avenue, Mayo Beach, Wellfleet, Barnstable County, Massachusetts, 02663, United States of America","['22', 'Kendrick Avenue', 'Mayo Beach', 'Wellfleet', 'Barnstable County', 'Massachusetts', '02663', 'United States of America']",Massachusetts,Massachusetts,"2,784,243",607,21.61,131.2,3.22,808,3.2978286743164062,3.9697463512420654,4.929944038391113,5.439530372619629,5.7905049324035645,6.125535488128662,6.400425434112549,5.818361759185791,5.2421441078186035,3.8014235496520996,3.184960126876831,2.596895456314087
53,public,54070,2017-01-01 - 2017-12-31,North America,Increased,Eugene,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-123.087, 44.0519]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Eugene,165885.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Change in weather conditions,"CDP Cities, ICLEI - Local Governments for Sustainability",1641401,1714208,912080.0,725157.0,76972.0,2018,"[44.0519, -123.087]","Mill Street, College Hill, Eugene, Lane County, Oregon, 97401, United States of America","Mill Street, College Hill, Eugene, Lane County, Oregon, 97401, United States of America","['Mill Street', 'College Hill', 'Eugene', 'Lane County', 'Oregon', '97401', 'United States of America']",Oregon,Oregon,"1,750,240",901,10.98,99.0,2.7,302,2.668349027633667,3.4925458431243896,4.689108848571777,6.0207905769348145,6.484086990356445,7.620996475219727,8.016070365905762,7.315455913543701,6.397907733917236,4.3805084228515625,2.901362419128418,2.1246933937072754
54,public,14874,2016-01-01 - 2016-12-31,North America,Decreased,"Portland, OR",Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-122.682, 45.52]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,"City of Portland, OR",639863.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Technological change,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",,,5037132.0,2139561.0,111297.21,2018,"[45.52, -122.682]","Galleria/Southwest 10th Avenue, Southwest Morrison Street, Portland Downtown, Swan Island, Portland, Multnomah County, Oregon, 97204, United States of America","Galleria/Southwest 10th Avenue, Southwest Morrison Street, Portland Downtown, Swan Island, Portland, Multnomah County, Oregon, 97204, United States of America","['Galleria/Southwest 10th Avenue', 'Southwest Morrison Street', 'Portland Downtown', 'Swan Island', 'Portland', 'Multnomah County', 'Oregon', '97204', 'United States of America']",Oregon,Oregon,"1,750,240",901,10.98,99.0,2.7,302,2.668349027633667,3.4925458431243896,4.689108848571777,6.0207905769348145,6.484086990356445,7.620996475219727,8.016070365905762,7.315455913543701,6.397907733917236,4.3805084228515625,2.901362419128418,2.1246933937072754
55,public,58513,2016-01-01 - 2016-12-31,North America,Decreased,Medford,Yes,United States of America,"CH4, CO2, N20","{'type': 'Point', 'coordinates': [-122.876, 42.3265]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Medford,57797.0,2017,City specific methodology,"We followed the City of Cambridge's greenhouse gas emissions methodology, which follows GPC.",,"CDP Cities, ICLEI - Local Governments for Sustainability",Not Applicable,Not Applicable,225149.0,110946.0,7705.0,2018,"[42.3265, -122.876]","Medford Downtown Historic District, Medford Viaduct, Medford, Jackson County, Oregon, 97501, United States of America","Medford Downtown Historic District, Medford Viaduct, Medford, Jackson County, Oregon, 97501, United States of America","['Medford Downtown Historic District', 'Medford Viaduct', 'Medford', 'Jackson County', 'Oregon', '97501', 'United States of America']",Oregon,Oregon,"1,750,240",901,10.98,99.0,2.7,302,2.668349027633667,3.4925458431243896,4.689108848571777,6.0207905769348145,6.484086990356445,7.620996475219727,8.016070365905762,7.315455913543701,6.397907733917236,4.3805084228515625,2.901362419128418,2.1246933937072754
56,public,52894,,North America,,Winston-Salem,No,United States of America,,"{'type': 'Point', 'coordinates': [-80.2442, 36.0999]}",,2020-05-01T03:57:54.890,City of Winston-Salem,242203.0,2016,,,,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[36.0999, -80.2442]","North Main Street, East Winston, Winston-Salem, Forsyth County, North Carolina, 27101-4331, United States of America","North Main Street, East Winston, Winston-Salem, Forsyth County, North Carolina, 27101-4331, United States of America","['North Main Street', 'East Winston', 'Winston-Salem', 'Forsyth County', 'North Carolina', '27101-4331', 'United States of America']",North Carolina,North Carolina,"4,550,420","1,129",11.09,125.17,2.91,814,3.929274559020996,4.444292068481445,5.213442802429199,6.0430121421813965,6.435731887817383,6.845856666564941,6.235213279724121,5.818849086761475,5.104487419128418,5.027158260345459,4.137940406799316,3.5424368381500244
57,public,50541,2013-01-01 - 2013-12-31,North America,Decreased,Greensboro,Yes,United States of America,CO2,"{'type': 'Point', 'coordinates': [-79.792, 36.0726]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Greensboro,290222.0,2017,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"Prepared using the  Clean Air and Climate Protection Software package, created by STAPPA/ALAPCO and ICLEI.",Financial conditions,"CDP Cities, ICLEI - Local Governments for Sustainability",Not Applicable,Not Applicable,,,,2018,"[36.0726, -79.792]","The Rhinoceros Times, 216, West Market Street, Warnersville, Fisher Park, Greensboro, Guilford County, North Carolina, 27401, United States of America","The Rhinoceros Times, 216, West Market Street, Warnersville, Fisher Park, Greensboro, Guilford County, North Carolina, 27401, United States of America","['The Rhinoceros Times', '216', 'West Market Street', 'Warnersville', 'Fisher Park', 'Greensboro', 'Guilford County', 'North Carolina', '27401', 'United States of America']",North Carolina,North Carolina,"4,550,420","1,129",11.09,125.17,2.91,814,3.929274559020996,4.444292068481445,5.213442802429199,6.0430121421813965,6.435731887817383,6.845856666564941,6.235213279724121,5.818849086761475,5.104487419128418,5.027158260345459,4.137940406799316,3.5424368381500244
58,public,59588,,North America,,Chapel Hill,,United States of America,,"{'type': 'Point', 'coordinates': [-79.0558, 35.9132]}",,2020-05-01T03:57:54.890,"Town of Chapel Hill, NC",59005.0,2016,,,,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[35.9132, -79.0558]","Kurama, 101, North Columbia Street, Baby Hollow, Chapel Hill, Orange County, North Carolina, 27516, United States of America","Kurama, 101, North Columbia Street, Baby Hollow, Chapel Hill, Orange County, North Carolina, 27516, United States of America","['Kurama', '101', 'North Columbia Street', 'Baby Hollow', 'Chapel Hill', 'Orange County', 'North Carolina', '27516', 'United States of America']",North Carolina,North Carolina,"4,550,420","1,129",11.09,125.17,2.91,814,3.929274559020996,4.444292068481445,5.213442802429199,6.0430121421813965,6.435731887817383,6.845856666564941,6.235213279724121,5.818849086761475,5.104487419128418,5.027158260345459,4.137940406799316,3.5424368381500244
59,public,54108,2016-07-01 - 2017-06-30,North America,Decreased,"Durham, NC",Yes,United States of America,"CH4, CO2, N20","{'type': 'Point', 'coordinates': [-78.8986, 35.994]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Durham,263016.0,2016,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,"CDP Cities, ICLEI - Local Governments for Sustainability",Not Applicable,Not Applicable,2480087.0,1830358.0,,2018,"[35.994, -78.8986]","220, East Main Street, Downtown Durham, Hayes, Durham, Durham County, North Carolina, 27701, United States of America","220, East Main Street, Downtown Durham, Hayes, Durham, Durham County, North Carolina, 27701, United States of America","['220', 'East Main Street', 'Downtown Durham', 'Hayes', 'Durham', 'Durham County', 'North Carolina', '27701', 'United States of America']",North Carolina,North Carolina,"4,550,420","1,129",11.09,125.17,2.91,814,3.929274559020996,4.444292068481445,5.213442802429199,6.0430121421813965,6.435731887817383,6.845856666564941,6.235213279724121,5.818849086761475,5.104487419128418,5.027158260345459,4.137940406799316,3.5424368381500244
60,public,54114,,North America,,Asheville,No,United States of America,,"{'type': 'Point', 'coordinates': [-82.5515, 35.5951]}",,2020-05-01T03:57:54.890,City of Asheville,89121.0,2016,,,,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",,,,,,2018,"[35.5951, -82.5515]","Vance Monument, South Pack Square, South Slope, Asheville, Buncombe County, North Carolina, 28802, United States of America","Vance Monument, South Pack Square, South Slope, Asheville, Buncombe County, North Carolina, 28802, United States of America","['Vance Monument', 'South Pack Square', 'South Slope', 'Asheville', 'Buncombe County', 'North Carolina', '28802', 'United States of America']",North Carolina,North Carolina,"4,550,420","1,129",11.09,125.17,2.91,814,3.929274559020996,4.444292068481445,5.213442802429199,6.0430121421813965,6.435731887817383,6.845856666564941,6.235213279724121,5.818849086761475,5.104487419128418,5.027158260345459,4.137940406799316,3.5424368381500244
61,public,31090,2016-01-01 - 2016-12-31,North America,Decreased,"Washington, DC",Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-77.0369, 38.9072]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,District of Columbia,693972.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",7270052.15,,2952904.19,4088910.4,443120.6,2018,"[38.9072, -77.0369]","Scott Circle Northwest, Shaw, Washington, District of Columbia, 20036, United States of America","Scott Circle Northwest, Shaw, Washington, District of Columbia, 20036, United States of America","['Scott Circle Northwest', 'Shaw', 'Washington', 'District of Columbia', '20036', 'United States of America']",Washington,Washington,"3,076,868",957,9.75,93.34,2.93,201,3.3301594257354736,4.229681968688965,4.833113670349121,5.650650978088379,5.9366888999938965,6.339081287384033,6.1497111320495605,5.746694087982178,5.36454439163208,4.4267659187316895,3.4799275398254395,2.982419490814209
62,public,58636,2015-01-01 - 2015-12-31,North America,,Bellingham,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-122.479, 48.7519]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,"City of Bellingham, WA",86570.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[48.7519, -122.479]","266, West Champion Street, Parkview, Bellingham, Whatcom County, Washington, 98225, United States of America","266, West Champion Street, Parkview, Bellingham, Whatcom County, Washington, 98225, United States of America","['266', 'West Champion Street', 'Parkview', 'Bellingham', 'Whatcom County', 'Washington', '98225', 'United States of America']",Washington,Washington,"3,076,868",957,9.75,93.34,2.93,201,3.3301594257354736,4.229681968688965,4.833113670349121,5.650650978088379,5.9366888999938965,6.339081287384033,6.1497111320495605,5.746694087982178,5.36454439163208,4.4267659187316895,3.4799275398254395,2.982419490814209
63,public,74573,,North America,,Snoqualmie,No,United States of America,,"{'type': 'Point', 'coordinates': [-121.844, 47.53]}",,2020-05-01T03:57:54.890,"Snoqualmie, WA",13210.0,2017,,,,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[47.53, -121.844]","Southeast 80th Street, Eagle Nest, Snoqualmie Falls, King County, Washington, 98065, United States of America","Southeast 80th Street, Eagle Nest, Snoqualmie Falls, King County, Washington, 98065, United States of America","['Southeast 80th Street', 'Eagle Nest', 'Snoqualmie Falls', 'King County', 'Washington', '98065', 'United States of America']",Washington,Washington,"3,076,868",957,9.75,93.34,2.93,201,3.3301594257354736,4.229681968688965,4.833113670349121,5.650650978088379,5.9366888999938965,6.339081287384033,6.1497111320495605,5.746694087982178,5.36454439163208,4.4267659187316895,3.4799275398254395,2.982419490814209
64,public,54026,2016-01-01 - 2016-12-31,North America,Decreased,Tacoma,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-122.444, 47.2529]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Tacoma,211277.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Financial conditions,"CDP Cities, ICLEI - Local Governments for Sustainability",1074905,1101108,962074.0,67395.0,71639.0,2018,"[47.2529, -122.444]","955, Tacoma Avenue South, G Street Neighborhood, Old Tacoma, Tacoma, Pierce County, Washington, 98402, United States of America","955, Tacoma Avenue South, G Street Neighborhood, Old Tacoma, Tacoma, Pierce County, Washington, 98402, United States of America","['955', 'Tacoma Avenue South', 'G Street Neighborhood', 'Old Tacoma', 'Tacoma', 'Pierce County', 'Washington', '98402', 'United States of America']",Washington,Washington,"3,076,868",957,9.75,93.34,2.93,201,3.3301594257354736,4.229681968688965,4.833113670349121,5.650650978088379,5.9366888999938965,6.339081287384033,6.1497111320495605,5.746694087982178,5.36454439163208,4.4267659187316895,3.4799275398254395,2.982419490814209
65,public,16581,2014-01-01 - 2014-12-31,North America,Decreased,Seattle,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-122.332, 47.6062]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Seattle,725000.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Policy change,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",3470000,,3318000.0,64000.0,88000.0,2018,"[47.6062, -122.332]","5th and Madison Condos, 909, 5th Avenue, Central Business District, First Hill, Seattle, King County, Washington, 98164, United States of America","5th and Madison Condos, 909, 5th Avenue, Central Business District, First Hill, Seattle, King County, Washington, 98164, United States of America","['5th and Madison Condos', '909', '5th Avenue', 'Central Business District', 'First Hill', 'Seattle', 'King County', 'Washington', '98164', 'United States of America']",Washington,Washington,"3,076,868",957,9.75,93.34,2.93,201,3.3301594257354736,4.229681968688965,4.833113670349121,5.650650978088379,5.9366888999938965,6.339081287384033,6.1497111320495605,5.746694087982178,5.36454439163208,4.4267659187316895,3.4799275398254395,2.982419490814209
66,public,55801,2013-01-01 - 2013-12-31,North America,Decreased,West Palm Beach,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-80.0534, 26.7153]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of West Palm Beach,108161.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Policy change,"CDP Cities, ICLEI - Local Governments for Sustainability",1484767,0,383625.0,789569.0,21146.7,2018,"[26.7153, -80.0534]","Governmental Center Parking Garage, North Dixie Highway, Palm Beach Lakes, West Palm Beach, Palm Beach County, Florida, 33401, United States of America","Governmental Center Parking Garage, North Dixie Highway, Palm Beach Lakes, West Palm Beach, Palm Beach County, Florida, 33401, United States of America","['Governmental Center Parking Garage', 'North Dixie Highway', 'Palm Beach Lakes', 'West Palm Beach', 'Palm Beach County', 'Florida', '33401', 'United States of America']",Florida,Florida,"9,423,022","1,110",11.54,128.1,3.06,971,4.826915264129639,5.322051525115967,6.186854362487793,6.655591011047363,6.7979230880737305,6.013971328735352,5.665205001831055,5.757325649261475,5.610368728637695,5.724392414093018,5.110410213470459,4.324544429779053
67,public,74594,,North America,,Boynton Beach,In progress,United States of America,,"{'type': 'Point', 'coordinates': [-80.216, 26.4986]}",,2020-05-01T03:57:54.890,City of Boynton Beach,73992.0,2017,,,,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[26.4986, -80.216]","10973, Lee Road, Palm Beach County, Florida, 33437, United States of America","10973, Lee Road, Palm Beach County, Florida, 33437, United States of America","['10973', 'Lee Road', 'Palm Beach County', 'Florida', '33437', 'United States of America']",Florida,Florida,"9,423,022","1,110",11.54,128.1,3.06,971,4.826915264129639,5.322051525115967,6.186854362487793,6.655591011047363,6.7979230880737305,6.013971328735352,5.665205001831055,5.757325649261475,5.610368728637695,5.724392414093018,5.110410213470459,4.324544429779053
68,public,59697,,North America,,Lake Worth,Intending to undertake in future,United States of America,,"{'type': 'Point', 'coordinates': [-80.0684, 26.6168]}",,2020-05-01T03:57:54.890,"City of Lake Worth, FL",36000.0,2017,,,,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[26.6168, -80.0684]","Lake Worth Road, Lake Worth Beach, Palm Beach County, Florida, 33463, United States of America","Lake Worth Road, Lake Worth Beach, Palm Beach County, Florida, 33463, United States of America","['Lake Worth Road', 'Lake Worth Beach', 'Palm Beach County', 'Florida', '33463', 'United States of America']",Florida,Florida,"9,423,022","1,110",11.54,128.1,3.06,971,4.826915264129639,5.322051525115967,6.186854362487793,6.655591011047363,6.7979230880737305,6.013971328735352,5.665205001831055,5.757325649261475,5.610368728637695,5.724392414093018,5.110410213470459,4.324544429779053
69,public,63999,2016-01-01 - 2016-12-31,North America,,Miami Beach,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-80.13, 25.7906]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,"City of Miami Beach, FL",91917.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,"CDP Cities, ICLEI - Local Governments for Sustainability",1199536.16,,311043.23,796476.58,92016.35,2018,"[25.7906, -80.13]","Miami Optics, Collins Avenue, South Beach, Miami Beach, Miami-Dade County, Florida, 33139, United States of America","Miami Optics, Collins Avenue, South Beach, Miami Beach, Miami-Dade County, Florida, 33139, United States of America","['Miami Optics', 'Collins Avenue', 'South Beach', 'Miami Beach', 'Miami-Dade County', 'Florida', '33139', 'United States of America']",Florida,Florida,"9,423,022","1,110",11.54,128.1,3.06,971,4.826915264129639,5.322051525115967,6.186854362487793,6.655591011047363,6.7979230880737305,6.013971328735352,5.665205001831055,5.757325649261475,5.610368728637695,5.724392414093018,5.110410213470459,4.324544429779053
70,public,55419,2014-01-01 - 2014-12-31,North America,This is our first year of calculation,Miramar,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-80.3036, 25.9861]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Miramar,134037.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[25.9861, -80.3036]","Miramar Boulevard, Miramar Town Center, Miramar, Broward County, Florida, 33026-4102, United States of America","Miramar Boulevard, Miramar Town Center, Miramar, Broward County, Florida, 33026-4102, United States of America","['Miramar Boulevard', 'Miramar Town Center', 'Miramar', 'Broward County', 'Florida', '33026-4102', 'United States of America']",Florida,Florida,"9,423,022","1,110",11.54,128.1,3.06,971,4.826915264129639,5.322051525115967,6.186854362487793,6.655591011047363,6.7979230880737305,6.013971328735352,5.665205001831055,5.757325649261475,5.610368728637695,5.724392414093018,5.110410213470459,4.324544429779053
71,public,54082,,North America,,Hollywood,,United States of America,,"{'type': 'Point', 'coordinates': [-80.1495, 26.0112]}",,2020-05-01T03:57:54.890,"City of Hollywood, FL",143000.0,2016,,,,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[26.0112, -80.1495]","140, South Dixie Highway, Beverly Beach, Hollywood, Broward County, Florida, 33020, United States of America","140, South Dixie Highway, Beverly Beach, Hollywood, Broward County, Florida, 33020, United States of America","['140', 'South Dixie Highway', 'Beverly Beach', 'Hollywood', 'Broward County', 'Florida', '33020', 'United States of America']",Florida,Florida,"9,423,022","1,110",11.54,128.1,3.06,971,4.826915264129639,5.322051525115967,6.186854362487793,6.655591011047363,6.7979230880737305,6.013971328735352,5.665205001831055,5.757325649261475,5.610368728637695,5.724392414093018,5.110410213470459,4.324544429779053
72,public,60679,,North America,,Surfside,In progress,United States of America,,"{'type': 'Point', 'coordinates': [-80.1233, 25.8789]}",,2020-05-01T03:57:54.890,"Town of Surfside, FL",5811.0,2016,,,,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[25.8789, -80.1233]","9140, Harding Avenue, Surfside, Miami-Dade County, Florida, 33154, United States of America","9140, Harding Avenue, Surfside, Miami-Dade County, Florida, 33154, United States of America","['9140', 'Harding Avenue', 'Surfside', 'Miami-Dade County', 'Florida', '33154', 'United States of America']",Florida,Florida,"9,423,022","1,110",11.54,128.1,3.06,971,4.826915264129639,5.322051525115967,6.186854362487793,6.655591011047363,6.7979230880737305,6.013971328735352,5.665205001831055,5.757325649261475,5.610368728637695,5.724392414093018,5.110410213470459,4.324544429779053
73,public,49335,2014-01-01 - 2014-12-31,North America,Increased,Nashville,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-86.7816, 36.1627]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,Metropolitan Government of Nashville and Davidson County,667560.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Improved data accuracy,"CDP Cities, ICLEI - Local Governments for Sustainability",13461292,13461292,6680198.0,5801169.0,979925.0,2018,"[36.1627, -86.7816]","GriffithLaw, 256, 6th Avenue North, East Nashville, Nashville-Davidson, Davidson County, Tennessee, 37067, United States of America","GriffithLaw, 256, 6th Avenue North, East Nashville, Nashville-Davidson, Davidson County, Tennessee, 37067, United States of America","['GriffithLaw', '256', '6th Avenue North', 'East Nashville', 'Nashville-Davidson', 'Davidson County', 'Tennessee', '37067', 'United States of America']",Tennessee,Tennessee,"2,882,992","1,283",10.71,137.35,1.88,790,3.1968190670013428,3.590243101119995,4.805693626403809,5.36785364151001,6.2145466804504395,6.400885581970215,6.121953010559082,6.227742671966553,5.503145217895508,4.682674884796143,3.8192789554595947,2.9860074520111084
74,public,36410,2016-01-01 - 2016-12-31,North America,Increased,Memphis,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-90.049, 35.1495]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Memphis,652236.0,2017,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Change in accounting methodology,"CDP Cities, ICLEI - Local Governments for Sustainability",16061257,,9372709.0,6296158.0,392390.0,2018,"[35.1495, -90.049]","Shelby County Office Building, Poplar Avenue, Cotton Row Historic District, Lauderdale Courts, Memphis, Shelby County, Tennessee, 38103, United States of America","Shelby County Office Building, Poplar Avenue, Cotton Row Historic District, Lauderdale Courts, Memphis, Shelby County, Tennessee, 38103, United States of America","['Shelby County Office Building', 'Poplar Avenue', 'Cotton Row Historic District', 'Lauderdale Courts', 'Memphis', 'Shelby County', 'Tennessee', '38103', 'United States of America']",Tennessee,Tennessee,"2,882,992","1,283",10.71,137.35,1.88,790,3.1968190670013428,3.590243101119995,4.805693626403809,5.36785364151001,6.2145466804504395,6.400885581970215,6.121953010559082,6.227742671966553,5.503145217895508,4.682674884796143,3.8192789554595947,2.9860074520111084
75,public,54048,2015-01-01 - 2015-12-31,North America,Do not know,Knoxville,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-83.9207, 35.9606]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Knoxville,186239.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,"CDP Cities, ICLEI - Local Governments for Sustainability",4384809.69,,2653938.45,,,2018,"[35.9606, -83.9207]","844, Henley Street, 4th and Gill, Fort Sanders, Knoxville, Knox County, Tennessee, 37902, United States of America","844, Henley Street, 4th and Gill, Fort Sanders, Knoxville, Knox County, Tennessee, 37902, United States of America","['844', 'Henley Street', '4th and Gill', 'Fort Sanders', 'Knoxville', 'Knox County', 'Tennessee', '37902', 'United States of America']",Tennessee,Tennessee,"2,882,992","1,283",10.71,137.35,1.88,790,3.1968190670013428,3.590243101119995,4.805693626403809,5.36785364151001,6.2145466804504395,6.400885581970215,6.121953010559082,6.227742671966553,5.503145217895508,4.682674884796143,3.8192789554595947,2.9860074520111084
76,public,54111,2016-01-01 - 2016-12-31,North America,Decreased,Iowa City,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-91.5302, 41.6611]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Iowa City,74398.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Change in weather conditions,"CDP Cities, ICLEI - Local Governments for Sustainability",933127,,502858.0,430270.0,,2018,"[41.6611, -91.5302]","Tower Place Ramp - Lot 92, South Gilbert Street, Iowa City, Johnson County, Iowa, 52240, United States of America","Tower Place Ramp - Lot 92, South Gilbert Street, Iowa City, Johnson County, Iowa, 52240, United States of America","['Tower Place Ramp - Lot 92', 'South Gilbert Street', 'Iowa City', 'Johnson County', 'Iowa', '52240', 'United States of America']",Iowa,Iowa,"1,385,756",892,12.24,109.27,2.45,"1,189",2.833397150039673,3.412026882171631,4.696911334991455,5.486368179321289,6.020746231079102,6.329634189605713,6.86348295211792,6.165696144104004,5.702531337738037,4.249699115753174,3.189883232116699,2.5870494842529297
77,public,74443,,North America,,Clinton,No,United States of America,,"{'type': 'Point', 'coordinates': [-90.192, 41.839]}",,2020-05-01T03:57:54.890,"City of Clinton, IA",26885.0,2010,,,,"CDP Cities, ICLEI - Local Governments for Sustainability",,,,,,2018,"[41.839, -90.192]","YWCA, 7th Avenue South, Clinton, Clinton County, Iowa, 52732, United States of America","YWCA, 7th Avenue South, Clinton, Clinton County, Iowa, 52732, United States of America","['YWCA', '7th Avenue South', 'Clinton', 'Clinton County', 'Iowa', '52732', 'United States of America']",Iowa,Iowa,"1,385,756",892,12.24,109.27,2.45,"1,189",2.833397150039673,3.412026882171631,4.696911334991455,5.486368179321289,6.020746231079102,6.329634189605713,6.86348295211792,6.165696144104004,5.702531337738037,4.249699115753174,3.189883232116699,2.5870494842529297
78,public,54109,2016-01-01 - 2016-12-31,North America,Decreased,Bloomington,Yes,United States of America,GPC gases,"{'type': 'Point', 'coordinates': [-86.5264, 39.1653]}",Administrative boundary of a local government,2020-05-01T03:57:54.890,City of Bloomington,84067.0,2016,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,Technological change,"CDP Cities, ICLEI - Local Governments for Sustainability",1281983,1328610,385100.0,849669.0,93841.0,2018,"[39.1653, -86.5264]","IU Maurer School of Law, 211, South Indiana Avenue, Broadview, Bloomington, Monroe County, Indiana, 47405, United States of America","IU Maurer School of Law, 211, South Indiana Avenue, Broadview, Bloomington, Monroe County, Indiana, 47405, United States of America","['IU Maurer School of Law', '211', 'South Indiana Avenue', 'Broadview', 'Bloomington', 'Monroe County', 'Indiana', '47405', 'United States of America']",Indiana,Indiana,"2,863,358","1,006",12.26,123.39,2.69,"1,775",2.9807770252227783,3.720909833908081,4.633848667144775,5.352016925811768,5.971111297607422,6.357174396514893,6.6591901779174805,6.218199253082275,5.7547831535339355,4.304320812225342,3.0490427017211914,2.377579927444458
